file,ref,hyp,cer,time_ms
12345555_101_101_wallpad_1889222460_2025-11-11 10_50_13_거실 난번 켜.wav,거실 난번 켜,켜,80.0,420
12345555_101_101_wallpad_1889232460_2025-11-11 10_50_23_거실 난방 좀 틀어줘.wav,거실 난방 좀 틀어줘, 틀어줘,62.5,421
12345555_101_101_wallpad_1889241460_2025-11-11 10_50_32_거실 온도 좀 높여줘.wav,거실 온도 좀 높여줘,거실온높켜줘,37.5,425
12345555_101_101_wallpad_1889254460_2025-11-11 10_50_45_거실터 켜.wav,거실터 켜,켜,75.0,419
12345555_101_101_wallpad_1889262460_2025-11-11 10_50_53_거실 따뜻하게 해줘.wav,거실 따뜻하게 해줘,뜻게줘,62.5,421
12345555_101_101_wallpad_1889275460_2025-11-11 10_51_06_거실 온 도 내려줘..wav,거실 온 도 내려줘.,거실 온로 내려줘,14.3,422
12345555_101_101_wallpad_1889286460_2025-11-11 10_51_17_거실 났만 꺼.wav,거실 났만 꺼,,100.0,418
12345555_101_101_wallpad_1889312460_2025-11-11 10_51_43_현재 거실 난방 설정온으로 몇이야.wav,현재 거실 난방 설정온으로 몇이야, 요,100.0,418
12345555_101_101_wallpad_1889322460_2025-11-11 10_51_53_지금 거실온도 몇 도야.wav,지금 거실온도 몇 도야,지금 거실 온도 몇 도야,0.0,418
12345555_101_101_wallpad_1889332460_2025-11-11 10_52_03_거실 난방 몇 도로 되 있어.wav,거실 난방 몇 도로 되 있어,있어,80.0,420
12345555_101_101_wallpad_1889342460_2025-11-11 10_52_13_거실 설정 온도 알려줘.wav,거실 설정 온도 알려줘,거실 설정 온도 알려줘,0.0,425
12345555_101_101_wallpad_1889357460_2025-11-11 10_52_28_거세이 지금 몇 도야.wav,거세이 지금 몇 도야,거실기 지금 몇 도야,25.0,423
12345555_101_101_wallpad_1889369460_2025-11-11 10_52_40_거실 온도 상태 알려줘.wav,거실 온도 상태 알려줘,거실 온전선 알려줘,33.3,420
12345555_101_101_wallpad_1889380460_2025-11-11 10_52_51_난방 온는거 맞춰줘.wav,난방 온는거 맞춰줘,너무 ,100.0,423
12345555_101_101_wallpad_1889389460_2025-11-11 10_53_00_온도 좀 내려줘.wav,온도 좀 내려줘,온도 좀 내려줘,0.0,421
12345555_101_101_wallpad_1889399460_2025-11-11 10_53_10_난은방 조금만 낮춰줘.wav,난은방 조금만 낮춰줘,조금만 낮춰줘,33.3,420
12345555_101_101_wallpad_1889411460_2025-11-11 10_53_22_너무 더워 난방음대로 줄여줘.wav,너무 더워 난방음대로 줄여줘,줘,91.7,419
12345555_101_101_wallpad_1889420460_2025-11-11 10_53_31_히터 온동만 시어줘.wav,히터 온동만 시어줘,,100.0,421
12345555_101_101_wallpad_1889430460_2025-11-11 10_53_41_모든 넘머 꺼줘.wav,모든 넘머 꺼줘,모든 화 꺼줘,33.3,420
12345555_101_101_wallpad_1889439460_2025-11-11 10_53_50_전체 난방 꺼.wav,전체 난방 꺼,,100.0,424
12345555_101_101_wallpad_1889449460_2025-11-11 10_54_00_전부 난방 끄기.wav,전부 난방 끄기,,100.0,407
12345555_101_101_wallpad_1889458460_2025-11-11 10_54_09_난방 다 꺼줘요.wav,난방 다 꺼줘요,,100.0,419
12345555_101_101_wallpad_1889496460_2025-11-11 10_54_47_모든 방 작등 꺼줘.wav,모든 방 작등 꺼줘,모든,71.4,418
12345555_101_101_wallpad_1889507460_2025-11-11 10_54_58_난방 스케드 멈춰줘.wav,난방 스케드 멈춰줘, 줘,87.5,421
12345555_101_101_wallpad_1889519460_2025-11-11 10_55_10_난방십 팔도로 맞춰줘.wav,난방십 팔도로 맞춰줘,춰줘,77.8,418
12345555_101_101_wallpad_1889531460_2025-11-11 10_55_22_십팔도로 설정해줘.wav,십팔도로 설정해줘,십팔도로 설정해줘,0.0,419
12345555_101_101_wallpad_1889542460_2025-11-11 10_55_33_온도 스팔조로 바꿔줘.wav,온도 스팔조로 바꿔줘,골 스팔도로 바꿔줘,33.3,418
12345555_101_101_wallpad_1889552460_2025-11-11 10_55_43_난방석 팔줘..wav,난방석 팔줘.,한머켜줘,80.0,420
12345555_101_101_wallpad_1889562460_2025-11-11 10_55_53_나머십 채등 맞춰줘.wav,나머십 채등 맞춰줘,어줘,87.5,419
12345555_101_101_wallpad_1889572460_2025-11-11 10_56_03_신고도로 설정해줘.wav,신고도로 설정해줘,십고드로 결정해도록,62.5,418
12345555_101_101_wallpad_1889582460_2025-11-11 10_56_13_온도십 선물로 바꿔줘.wav,온도십 선물로 바꿔줘, 어줘,88.9,419
12345555_101_101_wallpad_1889607460_2025-11-11 10_56_38_난방 이십 칠도.wav,난방 이십 칠도, 필동,100.0,418
12345555_101_101_wallpad_1889618460_2025-11-11 10_56_49_너무 거운데 조명 좀 켜줘.wav,너무 거운데 조명 좀 켜줘,문 좀 켜줘,70.0,418
12345555_101_101_wallpad_1889630460_2025-11-11 10_57_01_조명 켜.wav,조명 켜,조명켜,0.0,421
12345555_101_101_wallpad_1889639460_2025-11-11 10_57_10_불 켜줘.wav,불 켜줘,불 켜줘,0.0,420
12345555_101_101_wallpad_1889653460_2025-11-11 10_57_24_방이 어서 불 좀 켜줘.wav,방이 어서 불 좀 켜줘,방불 좀 켜줘,37.5,420
12345555_101_101_wallpad_1889662460_2025-11-11 10_57_33_거실에 불 켜줘.wav,거실에 불 켜줘,거실 불 켜줘,16.7,422
12345555_101_101_wallpad_1889672460_2025-11-11 10_57_43_조명좀 밝제해줘.wav,조명좀 밝제해줘,조명으 밝게해줘,28.6,418
12345555_101_101_wallpad_1889682460_2025-11-11 10_57_53_너무잘간네 조명전 꺼줘.wav,너무잘간네 조명전 꺼줘,줘,90.0,418
12345555_101_101_wallpad_1889691460_2025-11-11 10_58_02_조명 꺼.wav,조명 꺼,조명고,33.3,419
12345555_101_101_wallpad_1889699460_2025-11-11 10_58_10_불 꺼줘..wav,불 꺼줘.,불 꺼줘,0.0,419
12345555_101_101_wallpad_1889709460_2025-11-11 10_58_20_조명 밝기 좀 낮춰줘.wav,조명 밝기 좀 낮춰줘,조명 밝기 좀 낮춰줘,0.0,418
12345555_101_101_wallpad_1889719460_2025-11-11 10_58_30_너무 두부셔 불 좀 꺼줘.wav,너무 두부셔 불 좀 꺼줘,불 좀 꺼줘,55.6,423
12345555_101_101_wallpad_1889729460_2025-11-11 10_58_40_매일 아침 일곱 시에 뭐 면그해줘.wav,매일 아침 일곱 시에 뭐 면그해줘,내가 일곱  걸해줘,69.2,421
12345555_101_101_wallpad_1889743460_2025-11-11 10_58_54_매일 아침 일곱시에 깨워줘.wav,매일 아침 일곱시에 깨워줘, 아침일 깨워줘,45.5,423
12345555_101_101_wallpad_1889754460_2025-11-11 10_59_05_여덟시에 알람 설정해줘.wav,여덟시에 알람 설정해줘,여덟시에 알람 설정해줘,0.0,430
12345555_101_101_wallpad_1889766460_2025-11-11 10_59_17_매일 아홉 시에 모닝콜 부탁해.wav,매일 아홉 시에 모닝콜 부탁해,매 아홉 시에 모닝콜 부탁해,8.3,421
12345555_101_101_wallpad_1889776460_2025-11-11 10_59_27_내일 아침 여섯 시에 깨워줘.wav,내일 아침 여섯 시에 깨워줘,,100.0,420
12345555_101_101_wallpad_1889787460_2025-11-11 10_59_38_내일 아홉시 리미 걸어줘.wav,내일 아홉시 리미 걸어줘,네 없체 이 꺼줘,90.0,421
12345555_101_101_wallpad_1889798460_2025-11-11 10_59_49_내일 학습 몇시에 깨워줘.wav,내일 학습 몇시에 깨워줘,시켜워줘,70.0,440
12345555_101_101_wallpad_1889810460_2025-11-11 11_00_01_내일 아침 열한시 알람 설정해줘.wav,내일 아침 열한시 알람 설정해줘,줘,92.3,432
12345555_101_101_wallpad_1889831460_2025-11-11 11_00_22_내 열두 시에 불러줘.wav,내 열두 시에 불러줘,내 열두시에 불러줘,0.0,431
12345555_101_101_wallpad_1889843460_2025-11-11 11_00_34_내가 다섯 시에 모닝콜 맞춰줘.wav,내가 다섯 시에 모닝콜 맞춰줘,섯시에 어줘,66.7,438
12345555_101_101_wallpad_1889855460_2025-11-11 11_00_46_오늘 날씨 알려줘.wav,오늘 날씨 알려줘,오늘 날씨요,42.9,479
12345555_101_101_wallpad_1889869460_2025-11-11 11_01_01_오늘 날씨 어때.wav,오늘 날씨 어때,오늘 날씨 어때요,16.7,431
12345555_101_101_wallpad_1889882460_2025-11-11 11_01_13_도대지금 와.wav,도대지금 와,워,100.0,436
12345555_101_101_wallpad_1889893460_2025-11-11 11_01_24_오늘 기온 알려줘.wav,오늘 기온 알려줘,오 알려줘,42.9,432
12345555_101_101_wallpad_1889905460_2025-11-11 11_01_36_오늘 추워.wav,오늘 추워,뭘써,100.0,432
12345555_101_101_wallpad_1889916460_2025-11-11 11_01_47_온음로 따뜻하게 입어야 돼.wav,온음로 따뜻하게 입어야 돼,온늘뭐 따뜻하게 입어야 돼,18.2,431
12345555_101_101_wallpad_1889928460_2025-11-11 11_01_59_오늘 더워.wav,오늘 더워,뭘더,75.0,431
12345555_101_101_wallpad_1889940460_2025-11-11 11_02_11_왜 늦려가.wav,왜 늦려가,왜 ,75.0,432
12345555_101_101_wallpad_1889958460_2025-11-11 11_02_29_오늘 우산 필요해.wav,오늘 우산 필요해,오늘우산 필요해,0.0,453
12345555_101_101_wallpad_1889971460_2025-11-11 11_02_42_현재 날씨 알려줘.wav,현재 날씨 알려줘,현재 날씨 알려줘,0.0,433
12345555_101_101_wallpad_1889985460_2025-11-11 11_02_56_지금 날씨 어때.wav,지금 날씨 어때,지금 날씨 어때,0.0,434
12345555_101_101_wallpad_1889997460_2025-11-11 11_03_08_바깥 날씨는 어때.wav,바깥 날씨는 어때,바깥 날씨는 어때,0.0,433
12345555_101_101_wallpad_1890010460_2025-11-11 11_03_21_현재 기온 알려줘.wav,현재 기온 알려줘,현재 기온 알려줘,0.0,438
12345555_101_101_wallpad_1890023460_2025-11-11 11_03_34_실시간 날씨 알려줘.wav,실시간 날씨 알려줘,실시간 날시 알려줘,12.5,436
12345555_101_101_wallpad_1890037460_2025-11-11 11_03_48_현재 도로로 날씨 알려줘.wav,현재 도로로 날씨 알려줘,현재 도로 날씨 알려줘,10.0,431
12345555_101_101_wallpad_1890049460_2025-11-11 11_04_00_강남 지금 날씨 어때.wav,강남 지금 날씨 어때,강남 지금 날씨 어때,0.0,433
12345555_101_101_wallpad_1890061460_2025-11-11 11_04_12_그 사로 비와_.wav,그 사로 비와_,부산 비와,66.7,430
12345555_101_101_wallpad_1890074460_2025-11-11 11_04_25_대전온도 알려줘.wav,대전온도 알려줘,대전 도 알려줘,14.3,431
12345555_101_101_wallpad_1890088460_2025-11-11 11_04_39_강원도 기온 몇 도야.wav,강원도 기온 몇 도야,강원도 키온 몇도야,12.5,434
12345555_101_101_wallpad_1890100460_2025-11-11 11_04_51_충추하 기온은 몇 때야_.wav,충추하 기온은 몇 때야_,춘천 기온을 떨,80.0,435
12345555_101_101_wallpad_1890114460_2025-11-11 11_05_05_충주 날씨 어때.wav,충주 날씨 어때,충주 날씨 어때,0.0,432
12345555_101_101_wallpad_1890126460_2025-11-11 11_05_17_서초구 날씨 어때.wav,서초구 날씨 어때,서초은 날씨 어때,14.3,431
12345555_101_101_wallpad_1890140460_2025-11-11 11_05_31_팔번 버스 언제 와.wav,팔번 버스 언제 와, 버 언제 와,42.9,434
12345555_101_101_wallpad_1890161460_2025-11-11 11_05_52_삼백팔십팔번 버스 올려.wav,삼백팔십팔번 버스 올려,삼등팔십팔번 더스 올려줘,30.0,434
12345555_101_101_wallpad_1890201460_2025-11-11 11_06_32_백사십 국버 버스 몇 분로 해와.wav,백사십 국버 버스 몇 분로 해와,와,91.7,434
12345555_101_101_wallpad_1890212460_2025-11-11 11_06_43_육살일버스 지금 어디야.wav,육살일버스 지금 어디야,사버스 지금 어디야,30.0,434
12345555_101_101_wallpad_1890251460_2025-11-11 11_07_23_첨산리은 버스 도착시간 알려줘.wav,첨산리은 버스 도착시간 알려줘,천산님 버스 도착시간 알려줘,23.1,435
12345555_101_101_wallpad_1890271460_2025-11-11 11_07_43_육천 구백 번 버스 올 때 있어.wav,육천 구백 번 버스 올 때 있어,버 있어,72.7,433
12345555_101_101_wallpad_1890288460_2025-11-11 11_08_00_애으은 사일 구내버호 버스 도차몇더 나왔어.wav,애으은 사일 구내버호 버스 도차몇더 나왔어, 버스 두차몇 ,77.8,435
12345555_101_101_wallpad_1890522460_2025-11-11 11_11_54_좀 춥내 안방 난방 켜줘.wav,좀 춥내 안방 난방 켜줘, 안방 안방 켜줘,44.4,434
12345555_101_101_wallpad_1890550460_2025-11-11 11_12_22_안방이 좀 추운데 난방구 좀 켜줘.wav,안방이 좀 추운데 난방구 좀 켜줘,안방이 좀 추운데 좀 켜줘,23.1,434
12345555_101_101_wallpad_1890565460_2025-11-11 11_12_37_안방에 난방 켜.wav,안방에 난방 켜,안방에 켜,33.3,434
12345555_101_101_wallpad_1890590460_2025-11-11 11_13_01_안방 너무 추워 히터 켜줘.wav,안방 너무 추워 히터 켜줘,워히터 켜줘,50.0,434
12345555_101_101_wallpad_1890599460_2025-11-11 11_13_11_안방 온도 좀 내려줘.wav,안방 온도 좀 내려줘,안방 온도 좀 보려줘,12.5,434
12345555_101_101_wallpad_1890611460_2025-11-11 11_13_22_안방 따뜻하게 해줘.wav,안방 따뜻하게 해줘,해줘,75.0,433
12345555_101_101_wallpad_1890623460_2025-11-11 11_13_34_거실 방만 꺼줘.wav,거실 방만 꺼줘,거실 난방 꺼줘,33.3,434
12345555_101_101_wallpad_1890636460_2025-11-11 11_13_48_거실 안은 방 켜줘.wav,거실 안은 방 켜줘,거실 난방 켜줘,28.6,440
12345555_101_101_wallpad_1890648460_2025-11-11 11_14_00_거실 한 번트야.wav,거실 한 번트야,거실컨어,66.7,436
12345555_101_101_wallpad_1890664460_2025-11-11 11_14_15_거실 난방 좀 틀어줘.wav,거실 난방 좀 틀어줘,거실 방 좀 틀어줘,12.5,437
12345555_101_101_wallpad_1890675460_2025-11-11 11_14_26_거실 온도 좀 높여줘.wav,거실 온도 좀 높여줘,거실 온도 좀 높여줘,0.0,446
12345555_101_101_wallpad_1890687460_2025-11-11 11_14_39_거실 히터 켜.wav,거실 히터 켜,거실 히터 켜,0.0,444
12345555_101_101_wallpad_1890697460_2025-11-11 11_14_48_거실에 따뜻하게 해줘.wav,거실에 따뜻하게 해줘,거실 따뜻려줘,44.4,437
12345555_101_101_wallpad_1890707460_2025-11-11 11_14_59_거실 온도 내려줘.wav,거실 온도 내려줘,거실 온도 내려줘,0.0,435
12345555_101_101_wallpad_1890720460_2025-11-11 11_15_11_거실 난방 꺼.wav,거실 난방 꺼,거실꺼,40.0,432
12345555_101_101_wallpad_1890733460_2025-11-11 11_15_25_현재 거실 안방 설정은 온도 몇이야.wav,현재 거실 안방 설정은 온도 몇이야,현재 거실 방 설정 온도 몇이야,14.3,434
12345555_101_101_wallpad_1890749460_2025-11-11 11_15_40_지금 거실 온도 몇 도야.wav,지금 거실 온도 몇 도야,지금 거실 온도 몇 도야,0.0,431
12345555_101_101_wallpad_1890760460_2025-11-11 11_15_51_거실 난방 몇 도로 되어 있어.wav,거실 난방 몇 도로 되어 있어,거실 난방 몇 도로 되어 있어,0.0,434
12345555_101_101_wallpad_1890772460_2025-11-11 11_16_04_거실 설정 온도 알려줘.wav,거실 설정 온도 알려줘,거실 설정 온도 알려줘,0.0,434
12345555_101_101_wallpad_1890788460_2025-11-11 11_16_20_거실기 지금 몇 도야.wav,거실기 지금 몇 도야,거실기 지금 몇 도야,0.0,435
12345555_101_101_wallpad_1890821460_2025-11-11 11_16_53_거실 오쪽 상태 알려줘.wav,거실 오쪽 상태 알려줘,거실 온도 상태 알려줘,22.2,437
12345555_101_101_wallpad_1890834460_2025-11-11 11_17_06_난방 온도 낮춰줘.wav,난방 온도 낮춰줘,난방 온도 맞춰줘,14.3,437
12345555_101_101_wallpad_1890846460_2025-11-11 11_17_18_온도 좀 내려줘.wav,온도 좀 내려줘,온도좀 내려줘,0.0,438
12345555_101_101_wallpad_1890858460_2025-11-11 11_17_30_난방 조금만 낮춰줘.wav,난방 조금만 낮춰줘,난방 조금만 낮춰줘,0.0,434
12345555_101_101_wallpad_1890882460_2025-11-11 11_17_54_히터 온로 낮춰줘.wav,히터 온로 낮춰줘,히터 온도 낮춰줘,14.3,435
12345555_101_101_wallpad_1890894460_2025-11-11 11_18_06_모든 난방 꺼줘.wav,모든 난방 꺼줘, 꺼줘,66.7,438
12345555_101_101_wallpad_1890905460_2025-11-11 11_18_17_전체 그만 꺼.wav,전체 그만 꺼,전체 자만 꺼,20.0,435
12345555_101_101_wallpad_1890915460_2025-11-11 11_18_27_전부 다방 끄기.wav,전부 다방 끄기,전부 기,50.0,440
12345555_101_101_wallpad_1890925460_2025-11-11 11_18_37_난방 다 꺼줘.wav,난방 다 꺼줘,방 바꿔줘,60.0,443
12345555_101_101_wallpad_1890936460_2025-11-11 11_18_48_모든 바 난방을 꺼줘.wav,모든 바 난방을 꺼줘,다 방 꺼줘,62.5,437
12345555_101_101_wallpad_1890948460_2025-11-11 11_19_00_난방 십팔 도로 맞춰줘.wav,난방 십팔 도로 맞춰줘,난방 십팔도로 맞춰줘,0.0,432
12345555_101_101_wallpad_1890960460_2025-11-11 11_19_12_난방 십활도로 맞춰줘.wav,난방 십활도로 맞춰줘,난방 시간도로 가르춰줘,44.4,433
12345555_101_101_wallpad_1890975460_2025-11-11 11_19_27_십팔도로 설정해줘.wav,십팔도로 설정해줘,도로 설정해줘,25.0,434
12345555_101_101_wallpad_1890988460_2025-11-11 11_19_40_오늘도 십팔도로 바꿔줘.wav,오늘도 십팔도로 바꿔줘,온 십팔도로 바꿔줘,30.0,434
12345555_101_101_wallpad_1891000460_2025-11-11 11_19_51_난방 스크북.wav,난방 스크북,난방스팔도,40.0,434
12345555_101_101_wallpad_1891016460_2025-11-11 11_20_08_난방 십칠도로 맞춰줘.wav,난방 십칠도로 맞춰줘,방십칠도로 맞춰줘,11.1,447
12345555_101_101_wallpad_1891029460_2025-11-11 11_20_21_십 오도로 설정해줘.wav,십 오도로 설정해줘,도로 설정해줘,25.0,426
12345555_101_101_wallpad_1891040460_2025-11-11 11_20_31_온도 이십삼도로 바꿔줘.wav,온도 이십삼도로 바꿔줘,온도 이십삼도로 바꿔줘,0.0,426
12345555_101_101_wallpad_1891051460_2025-11-11 11_20_43_난방 이십세도.wav,난방 이십세도,난관 연습시도,66.7,433
12345555_101_101_wallpad_1891081460_2025-11-11 11_21_13_너어두운데 조명 좀 켜줘.wav,너어두운데 조명 좀 켜줘,조명 좀 켜줘,50.0,434
12345555_101_101_wallpad_1891091460_2025-11-11 11_21_23_조명 켜.wav,조명 켜,조명 켜,0.0,434
12345555_101_101_wallpad_1891101460_2025-11-11 11_21_32_불 켜줘.wav,불 켜줘,불 켜줘,0.0,434
12345555_101_101_wallpad_1891123460_2025-11-11 11_21_55_방이이 어두워 불 좀 켜줘.wav,방이이 어두워 불 좀 켜줘, 켜줘,80.0,433
12345555_101_101_wallpad_1891133460_2025-11-11 11_22_05_거실에 불 켜줘.wav,거실에 불 켜줘,거실 불 켜줘,16.7,436
12345555_101_101_wallpad_1891143460_2025-11-11 11_22_15_조명 좀 밝게 해줘.wav,조명 좀 밝게 해줘,조명 좀 밝게 해줘,0.0,440
12345555_101_101_wallpad_1891155460_2025-11-11 11_22_27_너무 밝은데 조명 좀 꺼줘.wav,너무 밝은데 조명 좀 꺼줘,너무 밝은데 조명 좀 꺼줘,0.0,442
12345555_101_101_wallpad_1891166460_2025-11-11 11_22_38_조명 꺼.wav,조명 꺼,조소거,66.7,437
12345555_101_101_wallpad_1891176460_2025-11-11 11_22_47_불 꺼줘.wav,불 꺼줘,불 꺼줘,0.0,434
12345555_101_101_wallpad_1891187460_2025-11-11 11_22_58_조명 밝기좀 낮춰줘.wav,조명 밝기좀 낮춰줘,조명 밝기좀 낮춰줘,0.0,434
12345555_101_101_wallpad_1891200460_2025-11-11 11_23_12_너무 더어도에어 불 좀 꺼줘.wav,너무 더어도에어 불 좀 꺼줘,너무 좀꺼줘,54.5,435
12345555_101_101_wallpad_1891212460_2025-11-11 11_23_23_매일 아침 일곱시에 모닝 거어줘.wav,매일 아침 일곱시에 모닝 거어줘,매일 아침 일곱 시에 모닝 콜해줘,15.4,434
12345555_101_101_wallpad_1891224460_2025-11-11 11_23_36_매일 아침 일곱 시에 깨워줘.wav,매일 아침 일곱 시에 깨워줘,내일아침 곱시에 깨워줘,18.2,434
12345555_101_101_wallpad_1891236460_2025-11-11 11_23_47_여덟시에 알람 설정해줘.wav,여덟시에 알람 설정해줘,에 알람 정해줘,40.0,433
12345555_101_101_wallpad_1891247460_2025-11-11 11_23_59_내일 아홉 시에 모닝콜 부탁해.wav,내일 아홉 시에 모닝콜 부탁해,네일 아홉 시에 모닝콜 부탁해,8.3,434
12345555_101_101_wallpad_1891259460_2025-11-11 11_24_11_매일 아침 여섯 시에 깨워줘.wav,매일 아침 여섯 시에 깨워줘,매일 침시에 깨워줘,27.3,434
12345555_101_101_wallpad_1891271460_2025-11-11 11_24_23_내일 아홉 시에 모니콜해줘.wav,내일 아홉 시에 모니콜해줘,내일 아홉 시에 원 콜해줘,18.2,432
12345555_101_101_wallpad_1891284460_2025-11-11 11_24_36_내일 아침 열시에 깨워줘.wav,내일 아침 열시에 깨워줘,내일 아침 열시에 깨워줘,0.0,432
12345555_101_101_wallpad_1891297460_2025-11-11 11_24_48_내일 열한시 알람 설정해줘.wav,내일 열한시 알람 설정해줘,내일 열한시 알람 설정해줘,0.0,435
12345555_101_101_wallpad_1891309460_2025-11-11 11_25_01_내일 열호실 불러줘.wav,내일 열호실 불러줘,내 열두시에 불러줘,50.0,433
12345555_101_101_wallpad_1891322460_2025-11-11 11_25_14_내일 다섯 시에 모임걸 맞춰줘.wav,내일 다섯 시에 모임걸 맞춰줘,내일 다섯시에 모닝거 맞춰줘,16.7,433
12345555_101_101_wallpad_1891334460_2025-11-11 11_25_26_오늘 날씨 알려줘.wav,오늘 날씨 알려줘,오늘 날씨 알려줘,0.0,433
12345555_101_101_wallpad_1891348460_2025-11-11 11_25_39_오늘 날씨 어때.wav,오늘 날씨 어때,오늘 날씨 어때,0.0,435
12345555_101_101_wallpad_1891360460_2025-11-11 11_25_52_오늘 비와.wav,오늘 비와,오늘 비와,0.0,441
12345555_101_101_wallpad_1891373460_2025-11-11 11_26_05_오늘 기온 알려줘.wav,오늘 기온 알려줘,우일 기온 알려줘,28.6,434
12345555_101_101_wallpad_1891385460_2025-11-11 11_26_17_오늘 추워.wav,오늘 추워,뭘죠,100.0,433
12345555_101_101_wallpad_1891395460_2025-11-11 11_26_27_오늘 오 따뜻을 입어야 돼_.wav,오늘 오 따뜻을 입어야 돼_,오늘 뭐학을 읽어야 돼,45.5,434
12345555_101_101_wallpad_1891409460_2025-11-11 11_26_41_현재 주간 날씨 알려줘.wav,현재 주간 날씨 알려줘,현재 강간 날씨 알려줘,11.1,434
12345555_101_101_wallpad_1891424460_2025-11-11 11_26_55_강남 지금 날씨 어때_.wav,강남 지금 날씨 어때_,강남지금 날씨 어때,11.1,432
12345555_101_101_wallpad_1891437460_2025-11-11 11_27_08_부산 비와.wav,부산 비와,부산 비어,25.0,426
12345555_101_101_wallpad_1891451460_2025-11-11 11_27_22_대전온도 알려줘.wav,대전온도 알려줘,대전온도 알려줘,0.0,434
12345555_101_101_wallpad_1891464460_2025-11-11 11_27_36_강원도 기온이 몇 도야.wav,강원도 기온이 몇 도야,강원도 기온 몇 도야,11.1,446
12345555_101_101_wallpad_1891477460_2025-11-11 11_27_49_춘천 기온은 몇 도야.wav,춘천 기온은 몇 도야,춘천 기온 몇 도야,12.5,443
12345555_101_101_wallpad_1891490460_2025-11-11 11_28_02_평주 나씨 어어때.wav,평주 나씨 어어때,주 날씨 어때,42.9,433
12345555_101_101_wallpad_1891501460_2025-11-11 11_28_13_서초 구 날씨 어때.wav,서초 구 날씨 어때,사초구 날씨 어때,14.3,434
12345555_101_101_wallpad_1891521460_2025-11-11 11_28_33_삼백 회십팔번 버스 언제야.wav,삼백 회십팔번 버스 언제야,삼팔십팔번 버스 언제 와,27.3,433
12345555_101_101_wallpad_1891533460_2025-11-11 11_28_45_백사점 육번 버스 몇 번 후에 와.wav,백사점 육번 버스 몇 번 후에 와,백삼십 일번 버스 몇 번후에와,25.0,439
12345555_101_101_wallpad_1891553460_2025-11-11 11_29_04_육백사십일번.wav,육백사십일번,사 읽어,83.3,434
12345555_101_101_wallpad_1891566460_2025-11-11 11_29_18_육백사십 버스 지금 어디야.wav,육백사십 버스 지금 어디야, 버스 지금 어디야,36.4,435
12345555_101_101_wallpad_1891581460_2025-11-11 11_29_32_삼사 일권 버스 도착시간 알려줘.wav,삼사 일권 버스 도착시간 알려줘,삼사일매번 버스 도착 시간 알려줘,15.4,436
12345555_101_101_wallpad_1891600460_2025-11-11 11_29_52_육천 구백 번 버스 언제 어.wav,육천 구백 번 버스 언제 어,유천 구백 번 버스 언제 됐어,20.0,437
12345555_101_101_wallpad_1891614460_2025-11-11 11_30_06_엠사일 공항버는 버스 도차 몇 분 남았어.wav,엠사일 공항버는 버스 도차 몇 분 남았어,사버몇 분 남았어,56.2,433
